Contig,Organism,Size,dim1,dim2,dim3
2058352941_GBSSS_contig01111_2000,2000,Metagenome,170.66448,277.13602,22.302105
2058352941_GBSSS_contig01111_3000,2000,Metagenome,154.43848,244.56845,33.158713
2058352941_GBSSS_contig01111_4000,1619,Metagenome,109.86395,231.79555,16.060408
2058352942_GBSSS_contig01611_0,2000,Metagenome,495.39231,-94.14314,-226.09146
2058352942_GBSSS_contig01611_1000,2000,Metagenome,461.25786,-95.536,-188.16581
2058352942_GBSSS_contig01611_2000,2000,Metagenome,505.52411,-40.030291,-190.39944
2058352942_GBSSS_contig01611_3000,1314,Metagenome,478.47051,36.463301,-138.93971
2058352943_GBSSS_contig02111_0,2000,Metagenome,-296.01516,-59.51911,-5.9464741
2058352943_GBSSS_contig02111_1000,2000,Metagenome,-297.45562,-67.22786,-3.0754815
2058352943_GBSSS_contig02111_2000,1470,Metagenome,-281.11811,-77.56574,42.694526
2058352944_GBSSS_contig02611_0,2874,Metagenome,-46.622828,178.93673,121.08145
2058352945_GBSSS_contig03111_0,2458,Metagenome,392.08967,-66.238571,-107.86944
2058352946_GBSSS_contig03611_0,2136,Metagenome,-42.764995,234.65904,53.2098
2058352947_GBSSS_contig04111_0,1893,Metagenome,-152.31503,168.92862,57.948527
2058352948_GBSSS_contig04614_0,1680,Metagenome,-147.37107,-235.36961,210.44835
2058352949_GBSSS_contig05118_0,1510,Metagenome,-331.14851,-217.46515,139.50118
2058352950_GBSSS_contig05622_0,1376,Metagenome,-31.401818,108.61032,77.77427
2058352951_GBSSS_contig06129_0,1268,Metagenome,208.12925,-113.87383,78.56268
2058352952_GBSSS_contig06642_0,1159,Metagenome,-143.03226,-216.8138,154.93548
2058352953_GBSSS_contig07160_0,1069,Metagenome,-219.95526,-189.18543,246.66096
2058352954_GBSSS_contig07708_0,984,Metagenome,-205.11085,9.774919,82.76338
2058352955_GBSSS_contig07950_0,918,Metagenome,-262.70587,14.208145,20.831139
2058352956_GBSSS_contig08715_0,848,Metagenome,-24.705212,173.04595,72.69283
2058352957_GBSSS_contig09225_0,794,Metagenome,371.35847,-7.979454,-134.4756
2058352958_GBSSS_contig09737_0,744,Metagenome,55.143228,297.53311,119.19803
2058352959_GBSSS_contig10033_0,698,Metagenome,359.62913,-105.82726,-52.707235
2058352960_GBSSS_contig10720_0,657,Metagenome,-151.45571,-187.83394,130.32488
2058352961_GBSSS_contig11317_0,620,Metagenome,315.45738,-92.21212,27.686428
2058352962_GBSSS_GDNC9G202IO60O_0,591,Metagenome,-554.1032,29.800057,-218.68826
2058352963_GBSSS_GDNC9G202HBE5N_0,571,Metagenome,-550.00071,-144.4485,-145.27541
2058352964_GBSSS_GDNC9G202GZRQJ_0,558,Metagenome,251.63852,57.20631,-93.11449
2058352965_GBSSS_contig12487_0,549,Metagenome,-147.60774,72.31847,96.58334
2058352966_GBSSS_GDNC9G202JM0HP_0,542,Metagenome,-332.93071,105.28091,-14.73542
2058352967_GBSSS_GDNC9G201AIQP2_0,536,Metagenome,10.688055,41.163129,12.640411
2058352968_GBSSS_contig12934_0,531,Metagenome,366.66511,-71.77534,-29.813434
2058352969_GBSSS_GDNC9G202JCO4O_0,527,Metagenome,306.6798,-112.42546,-42.274428
2058352970_GBSSS_GDNC9G201DGNOK_0,522,Metagenome,-124.52909,43.383277,27.004334
2058352971_GBSSS_contig12533_0,518,Metagenome,-33.316066,-25.54671,54.901441
2058352972_GBSSS_contig12838_0,514,Metagenome,289.00697,-28.595322,-186.61279
2058352973_GBSSS_GDNC9G201CRYZE_0,511,Metagenome,-279.47199,87.14818,-1.1922953
2058352974_GBSSS_GDNC9G201BAIGN_0,507,Metagenome,-333.76952,85.84037,-102.86857
2058352975_GBSSS_contig13560_0,504,Metagenome,608.74254,-124.54526,-338.48255
2058352976_GBSSS_contig13297_0,500,Metagenome,-390.49605,-278.26799,113.64311
2058353074_GBSSS_contig00112_0,2000,Metagenome,160.59176,250.14143,30.748235
2058353074_GBSSS_contig00112_1000,2000,Metagenome,144.98449,279.39835,42.796607
2058353074_GBSSS_contig00112_10000,2000,Metagenome,164.09813,319.74614,12.964868
2058353074_GBSSS_contig00112_11000,2000,Metagenome,186.26909,341.99543,23.540706
2058353074_GBSSS_contig00112_12000,2000,Metagenome,182.59122,315.04011,18.062702
2058353074_GBSSS_contig00112_13000,2000,Metagenome,162.93151,291.21078,16.994957
2058353074_GBSSS_contig00112_14000,2000,Metagenome,155.02256,265.81758,24.214722
2058353074_GBSSS_contig00112_15000,2000,Metagenome,137.8636,299.25063,33.355371
2058353074_GBSSS_contig00112_16000,2000,Metagenome,130.1377,315.90573,43.789858
2058353074_GBSSS_contig00112_17000,1073,Metagenome,135.464,279.88695,45.688258
2058353074_GBSSS_contig00112_2000,2000,Metagenome,110.20583,281.71997,51.614234
2058353074_GBSSS_contig00112_3000,2000,Metagenome,105.51317,266.40404,28.876729
2058353074_GBSSS_contig00112_4000,2000,Metagenome,119.13307,266.86989,17.582705
2058353074_GBSSS_contig00112_5000,2000,Metagenome,188.90634,279.59897,21.901376
2058353074_GBSSS_contig00112_6000,2000,Metagenome,212.92985,307.24421,43.162315
2058353074_GBSSS_contig00112_7000,2000,Metagenome,193.15023,314.57692,64.696345
2058353074_GBSSS_contig00112_8000,2000,Metagenome,182.83181,307.79308,36.032696
2058353074_GBSSS_contig00112_9000,2000,Metagenome,157.75417,286.21978,12.27744
2058353075_GBSSS_contig00612_0,2000,Metagenome,381.54088,-193.2175,-16.361121
2058353075_GBSSS_contig00612_1000,2000,Metagenome,383.40463,-172.23465,0.0991732
2058353075_GBSSS_contig00612_2000,2000,Metagenome,337.52586,-142.59945,10.883572
2058353075_GBSSS_contig00612_3000,2000,Metagenome,319.1139,-81.31683,14.05628
2058353075_GBSSS_contig00612_4000,2000,Metagenome,368.13518,-124.66818,4.3435406
2058353075_GBSSS_contig00612_5000,2000,Metagenome,365.67979,-147.82691,20.599243
2058353075_GBSSS_contig00612_6000,2000,Metagenome,271.07465,-107.15285,42.635901
2058353075_GBSSS_contig00612_7000,1085,Metagenome,186.87214,-95.89097,59.620393
2058353076_GBSSS_contig01112_0,2000,Metagenome,-91.48643,236.16957,87.50175
2058353076_GBSSS_contig01112_1000,2000,Metagenome,-86.50824,228.78037,94.17219
2058353076_GBSSS_contig01112_2000,2000,Metagenome,-64.20715,210.81165,75.40925
2058353076_GBSSS_contig01112_3000,2000,Metagenome,-32.886287,193.17998,85.75259
2058353076_GBSSS_contig01112_4000,1613,Metagenome,-1.2451236,193.79472,87.85665
2058353077_GBSSS_contig01612_0,2000,Metagenome,-188.61409,-92.67622,41.90865
2058353077_GBSSS_contig01612_1000,2000,Metagenome,-107.53414,-70.43897,85.95909
2058353077_GBSSS_contig01612_2000,2000,Metagenome,-61.94349,-66.72813,89.09033
2058353077_GBSSS_contig01612_3000,1314,Metagenome,-0.7405202,-86.99229,89.08361
2058353078_GBSSS_contig02112_0,2000,Metagenome,366.35662,-98.26985,-76.44945
2058353078_GBSSS_contig02112_1000,2000,Metagenome,331.52294,-91.26943,-86.73399
2058353078_GBSSS_contig02112_2000,1468,Metagenome,241.86736,-56.691929,-79.66567
2058353079_GBSSS_contig02612_0,2889,Metagenome,418.57494,-60.773265,-121.81806
2058353080_GBSSS_contig03112_0,2449,Metagenome,45.511214,245.41167,92.99626
2058353081_GBSSS_contig03612_0,2131,Metagenome,-327.52538,-204.59159,200.86591
2058353082_GBSSS_contig04112_0,1720,Metagenome,541.41822,-113.19854,-217.86821
2058353083_GBSSS_contig04615_0,1689,Metagenome,304.97026,-105.79086,74.33657
2058353084_GBSSS_contig05119_0,1512,Metagenome,-460.30978,23.527063,-158.45963
2058353085_GBSSS_contig05623_0,1375,Metagenome,-385.44597,-191.52686,174.34298
2058353086_GBSSS_contig06130_0,1262,Metagenome,-364.9527,47.970251,85.64087
2058353087_GBSSS_contig06643_0,1157,Metagenome,338.61639,-65.267818,-66.484628
2058353088_GBSSS_contig07161_0,1066,Metagenome,-345.61646,143.29959,-136.74346
2058353089_GBSSS_contig07706_0,984,Metagenome,47.188071,57.05938,75.50368
2058353090_GBSSS_contig08221_0,917,Metagenome,268.72209,-80.12613,15.806952
2058353091_GBSSS_contig08706_0,848,Metagenome,221.34182,65.468088,32.021591
2058353092_GBSSS_contig09242_0,794,Metagenome,-40.555613,51.082696,85.35961
2058353093_GBSSS_contig09731_0,743,Metagenome,-276.44603,-190.62638,209.04093
2058353094_GBSSS_contig10022_0,698,Metagenome,94.90453,44.12849,111.61374
2058353095_GBSSS_contig10797_0,657,Metagenome,35.292789,-66.186386,133.24423
2058353096_GBSSS_contig11167_0,620,Metagenome,-150.48229,80.55768,106.92521
2058353097_GBSSS_GDNC9G202JV289_0,591,Metagenome,-183.12049,74.578,-20.049407
2058353098_GBSSS_GDNC9G201CK4KT_0,571,Metagenome,423.38065,-33.413828,-94.61697
2058353099_GBSSS_GDNC9G201BHBNN_0,558,Metagenome,-249.95173,5.556418,94.82662
2058353100_GBSSS_GDNC9G202I6QY5_0,549,Metagenome,393.54567,-41.902217,-58.887696
2058353101_GBSSS_GDNC9G201A9PP8_0,542,Metagenome,-639.24511,-53.024734,-262.93099
2058353102_GBSSS_GDNC9G201BAE2Y_0,536,Metagenome,226.51944,-86.33093,163.9323
2058353103_GBSSS_GDNC9G201C1YKE_0,531,Metagenome,292.08242,-8.467816,28.39088
2058353104_GBSSS_GDNC9G202HDRO4_0,527,Metagenome,-14.103005,-56.824782,76.21831
2058353105_GBSSS_GDNC9G202G0CJZ_0,522,Metagenome,-453.96015,167.48732,-170.84655
2058353106_GBSSS_GDNC9G201CZYJV_0,518,Metagenome,224.23177,-38.94513,7.220598
2058353107_GBSSS_GDNC9G201APU3N_0,514,Metagenome,-151.31956,148.85703,122.80408
2058353108_GBSSS_GDNC9G201A95OW_0,511,Metagenome,-172.99044,238.96467,91.64435
2058353109_GBSSS_GDNC9G201DO1J2_0,507,Metagenome,-161.32648,-157.41733,30.674749
2058353110_GBSSS_GDNC9G201D3VDM_0,504,Metagenome,62.199788,5.9164854,74.22646
2058353111_GBSSS_GDNC9G201EF5KN_0,500,Metagenome,-145.73272,-6.5888235,82.42479
2058353209_GBSSS_contig00113_0,2000,Metagenome,-513.11659,-80.1864,-158.71023
2058353209_GBSSS_contig00113_1000,2000,Metagenome,-508.68174,-19.879272,-182.2765
2058353209_GBSSS_contig00113_10000,2000,Metagenome,-684.36879,-86.33079,-308.03178
2058353209_GBSSS_contig00113_11000,2000,Metagenome,-595.82341,-59.563091,-221.05629
2058353209_GBSSS_contig00113_12000,2000,Metagenome,-519.72305,-54.989956,-133.43855
2058353209_GBSSS_contig00113_13000,2000,Metagenome,-565.71382,-4.3597008,-200.8699
2058353209_GBSSS_contig00113_14000,2000,Metagenome,-658.29568,1.1594597,-299.77563
2058353209_GBSSS_contig00113_15000,2000,Metagenome,-704.767,-80.28804,-333.46684
2058353209_GBSSS_contig00113_16000,2000,Metagenome,-674.8553,-75.65649,-292.04084
2058353209_GBSSS_contig00113_17000,1110,Metagenome,-659.38201,-42.353136,-269.56146
2058353209_GBSSS_contig00113_2000,2000,Metagenome,-531.89367,-71.9047,-184.15838
2058353209_GBSSS_contig00113_3000,2000,Metagenome,-550.59998,-98.69286,-160.54171
2058353209_GBSSS_contig00113_4000,2000,Metagenome,-610.95818,-65.519195,-199.45415
2058353209_GBSSS_contig00113_5000,2000,Metagenome,-638.64766,-116.78793,-217.03584
2058353209_GBSSS_contig00113_6000,2000,Metagenome,-659.45614,-105.23807,-251.03358
2058353209_GBSSS_contig00113_7000,2000,Metagenome,-675.9907,-79.19632,-315.7623
2058353209_GBSSS_contig00113_8000,2000,Metagenome,-691.83352,-77.07791,-344.13792
2058353209_GBSSS_contig00113_9000,2000,Metagenome,-699.76928,-86.07592,-316.3615
2058353210_GBSSS_contig00613_0,2000,Metagenome,-289.7426,-8.990828,-64.20204
2058353210_GBSSS_contig00613_1000,2000,Metagenome,-274.6863,-7.21196,-78.30487
2058353210_GBSSS_contig00613_2000,2000,Metagenome,-290.98076,-4.2357385,-49.463596
2058353210_GBSSS_contig00613_3000,2000,Metagenome,-292.11553,-5.4044858,-136.52205
2058353210_GBSSS_contig00613_4000,2000,Metagenome,-229.12876,-23.196075,-146.699
2058353210_GBSSS_contig00613_5000,2000,Metagenome,-251.80554,-0.9575685,-94.28531
2058353210_GBSSS_contig00613_6000,2000,Metagenome,-338.10861,14.547463,-110.9598
2058353210_GBSSS_contig00613_7000,1054,Metagenome,-355.95553,-5.8020718,-116.2665
2058353211_GBSSS_contig01113_0,2000,Metagenome,396.33979,-83.82948,-114.03483
2058353211_GBSSS_contig01113_1000,2000,Metagenome,381.70027,-65.221345,-95.89027
2058353211_GBSSS_contig01113_2000,2000,Metagenome,415.00515,-69.965308,-138.18581
2058353211_GBSSS_contig01113_3000,2000,Metagenome,415.80581,-79.52175,-141.77653
2058353211_GBSSS_contig01113_4000,1611,Metagenome,389.43149,-57.466955,-109.09647
2058353212_GBSSS_contig01613_0,2000,Metagenome,-98.86268,-194.92872,168.57085
2058353212_GBSSS_contig01613_1000,2000,Metagenome,-69.11016,-218.30459,174.75633
2058353212_GBSSS_contig01613_2000,2000,Metagenome,-118.00691,-192.23505,207.47398
2058353212_GBSSS_contig01613_3000,1247,Metagenome,-186.68748,-148.05077,183.9768
2058353213_GBSSS_contig02113_0,2000,Metagenome,-126.61558,39.450649,89.50305
2058353213_GBSSS_contig02113_1000,2000,Metagenome,-179.74684,19.32952,58.59476
2058353213_GBSSS_contig02113_2000,1440,Metagenome,-241.06208,55.088929,22.332023
2058353214_GBSSS_contig02613_0,2841,Metagenome,322.34419,-83.09924,85.88699
2058353215_GBSSS_contig03113_0,2455,Metagenome,-17.596285,238.05929,76.66225
2058353216_GBSSS_contig03613_0,2139,Metagenome,-136.5364,-210.58597,136.29413
2058353217_GBSSS_contig04113_0,1897,Metagenome,-10.119809,-17.719121,92.16137
2058353218_GBSSS_contig04616_0,1688,Metagenome,-390.74385,-175.40649,142.01775
2058353219_GBSSS_contig05120_0,1510,Metagenome,-442.73355,47.935923,-207.05258
2058353220_GBSSS_contig05624_0,1372,Metagenome,-362.46252,-211.64724,110.69121
2058353221_GBSSS_contig06131_0,1132,Metagenome,198.04519,-65.716644,50.90869
2058353222_GBSSS_contig06644_0,1160,Metagenome,-145.51754,-196.14266,127.43633
2058353223_GBSSS_contig07162_0,1070,Metagenome,-65.162475,-180.73818,91.71183
2058353224_GBSSS_contig07596_0,984,Metagenome,208.852,-3.97236,93.83941
2058353225_GBSSS_contig08220_0,917,Metagenome,-237.19458,-33.208077,28.779191
2058353226_GBSSS_contig08559_0,848,Metagenome,-454.03428,-241.46276,78.02235
2058353227_GBSSS_contig09241_0,794,Metagenome,-272.94169,55.01279,50.179808
2058353228_GBSSS_contig09561_0,743,Metagenome,380.12107,-3.3340573,-126.82201
2058353229_GBSSS_contig10267_0,698,Metagenome,-355.38517,-276.79561,147.70091
2058353230_GBSSS_contig10785_0,657,Metagenome,-162.02137,-164.98314,196.2324
2058353231_GBSSS_contig11316_0,620,Metagenome,405.17113,12.522475,-73.23701
2058353232_GBSSS_contig11773_0,591,Metagenome,39.952962,246.12294,79.60533
2058353233_GBSSS_contig11990_0,571,Metagenome,356.7165,-59.058454,-72.06486
2058353234_GBSSS_GDNC9G201CONF8_0,558,Metagenome,64.323364,15.03418,-16.21564
2058353235_GBSSS_GDNC9G201BVGJI_0,549,Metagenome,-393.19126,149.47506,-162.64696
2058353236_GBSSS_GDNC9G202HE77S_0,542,Metagenome,-72.6859,-43.496684,79.21522
2058353237_GBSSS_GDNC9G202IKWXX_0,536,Metagenome,-513.1574,15.425508,-177.5515
2058353238_GBSSS_contig12944_0,531,Metagenome,483.8813,-83.14768,-139.13487
2058353239_GBSSS_GDNC9G202IAMFZ_0,527,Metagenome,233.36397,-87.73443,31.901814
2058353240_GBSSS_GDNC9G201CC6IO_0,522,Metagenome,-330.98653,72.97017,-99.62001
2058353241_GBSSS_contig13223_0,518,Metagenome,-470.71066,-11.585406,-172.9042
2058353242_GBSSS_GDNC9G201C201B_0,514,Metagenome,-184.76871,-148.37368,201.52216
2058353243_GBSSS_GDNC9G202GSMBA_0,511,Metagenome,232.94705,1.2829768,-43.095339
2058353244_GBSSS_contig13542_0,507,Metagenome,-20.016108,271.83478,142.16965
2058353245_GBSSS_contig13511_0,504,Metagenome,227.14986,51.306388,14.942627
2058353246_GBSSS_GDNC9G202GP0JS_0,500,Metagenome,-177.80154,64.732549,-23.70186
2058353344_GBSSS_contig00114_0,2000,Metagenome,199.06166,250.45503,40.058767
2058353344_GBSSS_contig00114_1000,2000,Metagenome,175.26698,288.77219,8.025465
2058353344_GBSSS_contig00114_10000,2000,Metagenome,100.25351,250.59412,25.315206
2058353344_GBSSS_contig00114_11000,2000,Metagenome,145.10846,239.76974,20.205983
2058353344_GBSSS_contig00114_12000,2000,Metagenome,163.08488,247.59567,11.51514
2058353344_GBSSS_contig00114_13000,2000,Metagenome,159.82288,272.4043,24.734745
2058353344_GBSSS_contig00114_14000,2000,Metagenome,224.90125,266.79583,15.261666
2058353344_GBSSS_contig00114_15000,2000,Metagenome,205.60568,270.96601,17.235267
2058353344_GBSSS_contig00114_16000,1766,Metagenome,173.95301,281.88804,33.013722
2058353344_GBSSS_contig00114_2000,2000,Metagenome,145.87426,294.54299,2.3139669
2058353344_GBSSS_contig00114_3000,2000,Metagenome,111.87631,275.44363,6.798519
2058353344_GBSSS_contig00114_4000,2000,Metagenome,93.29684,273.01316,-22.833839
2058353344_GBSSS_contig00114_5000,2000,Metagenome,116.32894,250.53399,-13.481398
2058353344_GBSSS_contig00114_6000,2000,Metagenome,122.05207,212.12408,43.162406
2058353344_GBSSS_contig00114_7000,2000,Metagenome,127.16949,212.21872,55.67982
2058353344_GBSSS_contig00114_8000,2000,Metagenome,126.00084,232.10579,40.057192
2058353344_GBSSS_contig00114_9000,2000,Metagenome,115.73268,254.60148,18.048772
2058353345_GBSSS_contig00614_0,2000,Metagenome,-382.41091,-251.46093,158.82538
2058353345_GBSSS_contig00614_1000,2000,Metagenome,-409.82543,-236.86705,167.94393
2058353345_GBSSS_contig00614_2000,2000,Metagenome,-391.57356,-234.70594,161.34139
2058353345_GBSSS_contig00614_3000,2000,Metagenome,-323.16564,-273.54397,191.97528
2058353345_GBSSS_contig00614_4000,2000,Metagenome,-221.90588,-254.24196,232.70009
2058353345_GBSSS_contig00614_5000,2000,Metagenome,-196.57988,-234.88528,263.4324
2058353345_GBSSS_contig00614_6000,2000,Metagenome,-251.54871,-237.58994,242.4898
2058353345_GBSSS_contig00614_7000,1027,Metagenome,-282.63571,-244.9419,217.5894
2058353346_GBSSS_contig01114_0,2000,Metagenome,-19.447288,207.2462,133.18788
2058353346_GBSSS_contig01114_1000,2000,Metagenome,-9.276575,235.00526,118.64762
2058353346_GBSSS_contig01114_2000,2000,Metagenome,-22.621676,253.40595,89.31496
2058353346_GBSSS_contig01114_3000,2000,Metagenome,-46.173099,270.29072,104.35117
2058353346_GBSSS_contig01114_4000,1610,Metagenome,5.6907837,256.83868,112.39529
2058353347_GBSSS_contig01614_0,2000,Metagenome,134.55995,240.83976,70.45703
2058353347_GBSSS_contig01614_1000,2000,Metagenome,116.58864,228.84631,59.280935
2058353347_GBSSS_contig01614_2000,2000,Metagenome,95.31998,249.44192,31.791788
2058353347_GBSSS_contig01614_3000,1314,Metagenome,106.74195,272.70222,30.950717
2058353348_GBSSS_contig02114_0,2000,Metagenome,-85.81559,225.29507,33.263405
2058353348_GBSSS_contig02114_1000,2000,Metagenome,-139.64293,257.91969,51.854789
2058353348_GBSSS_contig02114_2000,1466,Metagenome,-174.54626,236.56262,81.65255
2058353349_GBSSS_contig02614_0,2882,Metagenome,-216.76585,-180.81791,109.51087
2058353350_GBSSS_contig03114_0,2366,Metagenome,-105.59689,201.65299,59.11927
2058353351_GBSSS_contig03614_0,2140,Metagenome,-139.32541,167.34837,61.278938
2058353352_GBSSS_contig04114_0,1877,Metagenome,-328.11821,-21.477862,-39.468464
2058353353_GBSSS_contig04617_0,1679,Metagenome,353.67731,-33.649973,-126.7952
2058353354_GBSSS_contig05121_0,1511,Metagenome,-326.69812,32.335093,2.8943929
2058353355_GBSSS_contig05625_0,1375,Metagenome,-561.0367,50.298738,-275.14291
2058353356_GBSSS_contig06132_0,1267,Metagenome,-3.0734508,264.23691,34.03358
2058353357_GBSSS_contig06645_0,1159,Metagenome,-129.03863,84.86233,50.233267
2058353358_GBSSS_contig07163_0,1074,Metagenome,210.63805,-39.276902,12.161002
2058353359_GBSSS_contig07695_0,984,Metagenome,599.39684,-224.36519,-253.13617
2058353360_GBSSS_contig08132_0,917,Metagenome,-71.83799,-283.73044,135.97255
2058353361_GBSSS_contig08694_0,847,Metagenome,-167.23889,-169.40217,136.8486
2058353362_GBSSS_contig09229_0,794,Metagenome,-460.42248,-188.0522,25.531051
2058353363_GBSSS_contig09719_0,743,Metagenome,-366.13892,-160.71454,177.10826
2058353364_GBSSS_contig10271_0,698,Metagenome,439.1485,-71.82889,-145.07563
2058353365_GBSSS_contig10807_0,657,Metagenome,308.93856,-11.394761,38.739113
2058353366_GBSSS_contig11314_0,620,Metagenome,128.75856,34.379646,-104.01629
2058353367_GBSSS_contig11771_0,591,Metagenome,264.36585,-30.554895,-67.73907
2058353368_GBSSS_GDNC9G201C2DRR_0,571,Metagenome,412.73162,-76.89353,-193.73739
2058353369_GBSSS_contig12295_0,558,Metagenome,-337.99801,-36.850926,17.938641
2058353370_GBSSS_GDNC9G201CQPTA_0,549,Metagenome,-4.3662773,37.881466,46.558603
2058353371_GBSSS_GDNC9G201A2Q0L_0,542,Metagenome,-230.01944,57.450855,77.88669
2058353372_GBSSS_GDNC9G202ISISF_0,536,Metagenome,-297.58883,26.361153,84.27874
2058353373_GBSSS_GDNC9G202H577P_0,531,Metagenome,-367.50581,22.501745,-1.8013282
2058353374_GBSSS_GDNC9G201CL75T_0,527,Metagenome,-511.75194,-72.04855,-182.91546
2058353375_GBSSS_contig13088_0,522,Metagenome,390.52748,-27.226136,-76.82815
2058353376_GBSSS_contig13221_0,518,Metagenome,-17.695825,306.01095,80.31597
2058353377_GBSSS_contig08034_0,514,Metagenome,-46.652445,-112.74326,156.93447
2058353378_GBSSS_GDNC9G201B89AV_0,511,Metagenome,339.4097,-97.75017,-83.06452
2058353379_GBSSS_GDNC9G201BAZGW_0,507,Metagenome,-211.02144,20.281786,96.90639
2058353380_GBSSS_GDNC9G202GUVLY_0,504,Metagenome,-7.240079,216.22216,100.48402
2058353381_GBSSS_contig13634_0,500,Metagenome,-283.62761,40.712756,-50.894228
2058353479_GBSSS_contig00115_0,2000,Metagenome,-179.38116,-26.628987,-2.0274191
2058353479_GBSSS_contig00115_1000,2000,Metagenome,-246.35121,10.821454,-69.990522
2058353479_GBSSS_contig00115_10000,2000,Metagenome,-215.23964,-12.009942,-67.589872
2058353479_GBSSS_contig00115_11000,2000,Metagenome,-227.75347,4.3757602,-47.619026
2058353479_GBSSS_contig00115_12000,2000,Metagenome,-271.65565,6.5120545,-66.851638
2058353479_GBSSS_contig00115_13000,2000,Metagenome,-314.76319,37.974944,-121.06535
2058353479_GBSSS_contig00115_14000,2000,Metagenome,-321.81632,19.714772,-92.49226
2058353479_GBSSS_contig00115_15000,2000,Metagenome,-350.49798,19.810672,-125.07075
2058353479_GBSSS_contig00115_16000,1682,Metagenome,-324.76899,24.803583,-75.63325
2058353479_GBSSS_contig00115_2000,2000,Metagenome,-269.43476,10.431792,-115.66709
2058353479_GBSSS_contig00115_3000,2000,Metagenome,-275.85446,-11.273955,-91.07427
2058353479_GBSSS_contig00115_4000,2000,Metagenome,-289.68646,-32.357717,-66.61081
2058353479_GBSSS_contig00115_5000,2000,Metagenome,-315.53221,-28.370034,-72.59154
2058353479_GBSSS_contig00115_6000,2000,Metagenome,-247.97836,2.2823451,-65.188774
2058353479_GBSSS_contig00115_7000,2000,Metagenome,-197.81874,7.972643,-53.420108
2058353479_GBSSS_contig00115_8000,2000,Metagenome,-219.2393,23.332988,-70.33383
2058353479_GBSSS_contig00115_9000,2000,Metagenome,-211.32825,10.71952,-60.78975
2058353480_GBSSS_contig00615_0,2000,Metagenome,293.88891,-41.99293,-51.525971
2058353480_GBSSS_contig00615_1000,2000,Metagenome,264.4831,-47.688319,-26.831098
2058353480_GBSSS_contig00615_2000,2000,Metagenome,123.13035,-45.977295,-37.42795
2058353480_GBSSS_contig00615_3000,2000,Metagenome,169.26441,-22.78857,-81.82314
2058353480_GBSSS_contig00615_4000,2000,Metagenome,297.45604,-50.0626,-56.954065
2058353480_GBSSS_contig00615_5000,2000,Metagenome,264.65922,-83.6395,-45.504515
2058353480_GBSSS_contig00615_6000,2000,Metagenome,205.56613,-75.44047,-53.663764
2058353480_GBSSS_contig00615_7000,1023,Metagenome,167.07537,-55.926269,-49.490889
2058353481_GBSSS_contig01115_0,2000,Metagenome,-382.68776,11.618796,-132.45743
2058353481_GBSSS_contig01115_1000,2000,Metagenome,-349.04604,33.403503,-105.29953
2058353481_GBSSS_contig01115_2000,2000,Metagenome,-320.1107,64.107589,-131.03384
2058353481_GBSSS_contig01115_3000,2000,Metagenome,-310.05219,70.70812,-126.52577
2058353481_GBSSS_contig01115_4000,1607,Metagenome,-234.6799,65.164036,-56.995064
2058353482_GBSSS_contig01615_0,2000,Metagenome,-168.27727,-260.06939,97.4582
2058353482_GBSSS_contig01615_1000,2000,Metagenome,-165.93059,-223.78244,143.76054
2058353482_GBSSS_contig01615_2000,2000,Metagenome,-147.70329,-210.84595,145.70549
2058353482_GBSSS_contig01615_3000,1312,Metagenome,-150.6288,-246.32958,138.22844
2058353483_GBSSS_contig02115_0,2000,Metagenome,-521.78959,30.475795,-169.94026
2058353483_GBSSS_contig02115_1000,2000,Metagenome,-539.75201,24.090192,-197.8074
2058353483_GBSSS_contig02115_2000,1453,Metagenome,-587.24197,35.041244,-292.32189
2058353484_GBSSS_contig02615_0,2883,Metagenome,-433.83907,49.613445,-135.12751
2058353485_GBSSS_contig03115_0,2441,Metagenome,-50.011801,234.36021,61.609261
2058353486_GBSSS_contig03615_0,2138,Metagenome,-137.32152,-156.5396,171.40298
2058353487_GBSSS_contig04115_0,1893,Metagenome,322.67669,-109.14512,-98.60872
2058353488_GBSSS_contig04618_0,1682,Metagenome,-16.822365,284.32439,95.33727
2058353489_GBSSS_contig05122_0,1511,Metagenome,-160.32478,132.15804,32.116168
2058353490_GBSSS_contig05626_0,1373,Metagenome,29.676255,240.25925,56.987329
2058353491_GBSSS_contig06133_0,1266,Metagenome,209.44196,-21.258041,103.57725
2058353492_GBSSS_contig06646_0,1158,Metagenome,-498.24544,23.854481,-165.41637
2058353493_GBSSS_contig07164_0,1070,Metagenome,149.60365,-102.86521,62.32639
2058353494_GBSSS_contig07693_0,984,Metagenome,208.57123,-23.146557,91.55328
2058353495_GBSSS_contig08218_0,917,Metagenome,317.67421,-26.239003,-88.10592
2058353496_GBSSS_contig08735_0,847,Metagenome,-6.1134836,270.64611,96.90422
2058353497_GBSSS_contig09170_0,794,Metagenome,-276.37988,-6.1992931,-76.12388
2058353498_GBSSS_contig09721_0,743,Metagenome,14.452263,280.95207,61.548116
2058353499_GBSSS_contig10263_0,698,Metagenome,-87.374,131.03307,13.047069
2058353500_GBSSS_contig10801_0,657,Metagenome,453.85319,-128.21333,-160.54682
2058353501_GBSSS_contig11324_0,619,Metagenome,-255.06838,73.47858,4.194659
2058353502_GBSSS_contig11767_0,591,Metagenome,-190.56982,177.95358,74.81313
2058353503_GBSSS_GDNC9G202IWL92_0,571,Metagenome,-297.80506,4.4815414,-45.304126
