-,1E+12,user,dim1,dim2,dim3
2058395601_GBSSS_contig01397,4809,GBS_Metagenome,164.95703,261.57817,44.196369
2058395466_GBSSS_contig01396,4805,GBS_Metagenome,-27.026258,313.08137,87.61263
2058394251_GBSSS_contig01388,4803,GBS_Metagenome,-481.83219,71.77184,-254.97402
2058396004_GBSSS_contig01400,4801,GBS_Metagenome,-449.26469,-262.10492,-20.094774
2058395870_GBSSS_contig01399,4799,GBS_Metagenome,-69.620089,255.42769,61.983292
2058396810_GBSSS_contig01404,4794,GBS_Metagenome,419.06963,-44.563596,-144.12678
2058396408_GBSSS_contig01401,4793,GBS_Metagenome,-162.08661,66.681629,28.579628
2058396542_GBSSS_contig01402,4792,GBS_Metagenome,-347.60859,-246.90617,151.14407
2058397078_GBSSS_contig01406,4792,GBS_Metagenome,72.9043,202.58455,48.862023
2058411293_GBSSS_contig01052,4792,GBS_Metagenome,-106.65788,-159.10559,70.74536
2058396944_GBSSS_contig01405,4788,GBS_Metagenome,-40.251022,247.27612,75.74315
2058397480_GBSSS_contig01409,4778,GBS_Metagenome,39.867296,150.29623,38.692955
2058397883_GBSSS_contig01411,4776,GBS_Metagenome,-174.44413,-242.63442,86.97906
2058396676_GBSSS_contig01403,4773,GBS_Metagenome,451.65435,-60.508259,-169.80341
2058397614_GBSSS_contig01410,4773,GBS_Metagenome,144.81523,-73.60668,92.043
2058398017_GBSSS_contig01412,4772,GBS_Metagenome,-208.66965,-9.08516,-82.46168
2058398151_GBSSS_contig01413,4770,GBS_Metagenome,429.42242,-49.273105,-148.93704
2058407535_GBSSS_contig00477,4768,GBS_Metagenome,-262.8829,-186.35645,105.33936
2058398419_GBSSS_contig01415,4765,GBS_Metagenome,-583.3282,107.95043,-339.76124
2058398285_GBSSS_contig01414,4763,GBS_Metagenome,-25.368294,251.15447,65.382163
2058398553_GBSSS_contig01416,4762,GBS_Metagenome,-182.25466,-53.469864,-19.342442
2058398687_GBSSS_contig01417,4755,GBS_Metagenome,-318.59149,-228.93584,178.96599
2058398821_GBSSS_contig01418,4752,GBS_Metagenome,-150.63328,-214.40853,123.52592
2058398955_GBSSS_contig01419,4752,GBS_Metagenome,14.727629,274.76463,107.23223
2058399089_GBSSS_contig01420,4752,GBS_Metagenome,-177.80896,-16.931698,-52.727059
2058399358_GBSSS_contig01421,4750,GBS_Metagenome,331.54464,-57.6534,42.368466
2058399492_GBSSS_contig01422,4750,GBS_Metagenome,460.13016,-56.48825,-147.47523
2058396273_GBSSS_contig01041,4747,GBS_Metagenome,-478.85033,41.061993,-243.68491
2058399760_GBSSS_contig01424,4739,GBS_Metagenome,147.81403,220.47984,37.114
2058399894_GBSSS_contig01425,4737,GBS_Metagenome,389.76826,-66.508666,-88.93402
2058400028_GBSSS_contig01426,4734,GBS_Metagenome,487.65878,-87.77468,-175.16226
2058400430_GBSSS_contig01429,4730,GBS_Metagenome,142.96289,235.73214,24.156776
2058400967_GBSSS_contig01432,4726,GBS_Metagenome,-485.48129,59.079811,-265.1061
2058381966_GBSSS_contig01305,4724,GBS_Metagenome,17.86274,237.62032,89.07234
2058400296_GBSSS_contig01428,4717,GBS_Metagenome,-325.60836,-241.81059,164.57056
2058400564_GBSSS_contig01430,4715,GBS_Metagenome,-65.457749,122.33921,69.705629
2058401235_GBSSS_contig01434,4712,GBS_Metagenome,285.24475,-67.927846,64.09102
2058399626_GBSSS_contig01423,4710,GBS_Metagenome,-293.36951,-217.82047,180.09432
2058401101_GBSSS_contig01433,4709,GBS_Metagenome,62.102985,241.17688,48.705804
2058401503_GBSSS_contig01436,4709,GBS_Metagenome,64.578409,246.8739,51.481542
2058354695_GBSSS_contig00623,4706,GBS_Metagenome,141.87418,206.67927,15.325009
2058401369_GBSSS_contig01435,4706,GBS_Metagenome,-30.241694,230.54206,49.639296
2058401637_GBSSS_contig01437,4706,GBS_Metagenome,433.68647,-52.403344,-148.84331
2058401905_GBSSS_contig01439,4702,GBS_Metagenome,362.46049,-120.17334,43.297436
2058401771_GBSSS_contig01438,4701,GBS_Metagenome,-456.85913,28.248829,-212.33457
2058395736_GBSSS_contig01398,4700,GBS_Metagenome,383.17314,-44.209578,-133.22372
2058400162_GBSSS_contig01427,4697,GBS_Metagenome,-18.84246,259.90608,82.83107
2058402039_GBSSS_contig01440,4697,GBS_Metagenome,361.05657,-37.047857,-105.67634
2058402308_GBSSS_contig01441,4695,GBS_Metagenome,315.22603,-53.7236,11.042899
2058400833_GBSSS_contig01431,4687,GBS_Metagenome,-14.321328,239.7535,79.80686
2058402442_GBSSS_contig01442,4686,GBS_Metagenome,1.9962348,250.81791,105.40936
2058402710_GBSSS_contig01444,4682,GBS_Metagenome,40.418308,214.24746,67.092473
2058402576_GBSSS_contig01443,4680,GBS_Metagenome,-339.6064,-255.3754,145.3396
2058402844_GBSSS_contig01445,4677,GBS_Metagenome,279.23427,-30.945495,55.97067
2058403112_GBSSS_contig01447,4674,GBS_Metagenome,-11.912558,205.41864,52.224263
2058403246_GBSSS_contig01448,4672,GBS_Metagenome,-460.43396,30.754255,-215.03062
2058403380_GBSSS_contig01449,4661,GBS_Metagenome,112.16989,169.36129,133.88949
2058402978_GBSSS_contig01446,4658,GBS_Metagenome,-313.40274,-242.8972,167.23882
2058403514_GBSSS_contig01450,4658,GBS_Metagenome,-41.184836,206.6022,118.78482
2058403783_GBSSS_contig01451,4653,GBS_Metagenome,-199.93113,11.47069,-97.13767
2058404051_GBSSS_contig01453,4653,GBS_Metagenome,280.24255,-66.780749,44.085979
2058403917_GBSSS_contig01452,4652,GBS_Metagenome,-88.15373,160.51231,63.958979
2058404185_GBSSS_contig01454,4641,GBS_Metagenome,295.67083,-99.86739,47.021821
2058404319_GBSSS_contig01455,4635,GBS_Metagenome,-198.19429,-196.93982,114.30139
2058404453_GBSSS_contig01456,4634,GBS_Metagenome,-30.53512,269.35769,91.9548
2058404855_GBSSS_contig01459,4632,GBS_Metagenome,117.77192,218.61973,73.6911
2058404721_GBSSS_contig01458,4630,GBS_Metagenome,-43.060241,210.71967,102.12153
2058405392_GBSSS_contig01462,4628,GBS_Metagenome,385.49063,-40.036192,-106.76428
2058404989_GBSSS_contig01460,4627,GBS_Metagenome,26.456927,193.28015,74.35141
2058405660_GBSSS_contig01464,4627,GBS_Metagenome,412.83802,-59.743033,-118.84761
2058354020_GBSSS_contig00619,4626,GBS_Metagenome,268.89835,-60.730187,52.796254
2058405526_GBSSS_contig01463,4623,GBS_Metagenome,-4.991378,233.30881,78.33329
2058405794_GBSSS_contig01465,4623,GBS_Metagenome,22.808835,-80.81829,77.26978
2058406062_GBSSS_contig01467,4622,GBS_Metagenome,319.30388,-46.94571,38.531101
2058406196_GBSSS_contig01468,4616,GBS_Metagenome,394.13304,-74.67096,-119.03927
2058406330_GBSSS_contig01469,4609,GBS_Metagenome,372.69064,-45.20418,-85.49632
2058406464_GBSSS_contig01470,4600,GBS_Metagenome,142.22376,236.39966,31.408272
2058406733_GBSSS_contig01471,4599,GBS_Metagenome,121.36453,255.4552,62.411454
2058405258_GBSSS_contig01461,4597,GBS_Metagenome,-438.64898,58.762977,-148.96945
2058406867_GBSSS_contig01472,4596,GBS_Metagenome,-85.10579,-183.63149,131.45853
2058407135_GBSSS_contig01474,4595,GBS_Metagenome,-240.81582,39.982404,-124.38468
2058407403_GBSSS_contig01476,4588,GBS_Metagenome,220.62264,-51.883419,-41.542662
2058407537_GBSSS_contig01477,4586,GBS_Metagenome,-28.079191,215.87573,104.00264
2058407269_GBSSS_contig01475,4582,GBS_Metagenome,425.97373,-65.371271,-141.09466
2058407671_GBSSS_contig01478,4582,GBS_Metagenome,464.51251,-54.770562,-152.61505
2058405928_GBSSS_contig01466,4580,GBS_Metagenome,-205.23181,-180.23614,103.94727
2058407805_GBSSS_contig01479,4580,GBS_Metagenome,-402.12487,42.390187,-136.77699
2058407939_GBSSS_contig01480,4579,GBS_Metagenome,-194.98129,-6.116845,-79.89044
2058408476_GBSSS_contig01483,4573,GBS_Metagenome,305.65367,-87.33991,80.69726
2058408610_GBSSS_contig01484,4573,GBS_Metagenome,371.52759,-36.006418,-92.36598
2058408878_GBSSS_contig01486,4570,GBS_Metagenome,-478.3814,64.478708,-260.97155
2058409012_GBSSS_contig01487,4569,GBS_Metagenome,-306.51285,-32.467785,-56.389963
2058409146_GBSSS_contig01488,4569,GBS_Metagenome,293.74506,-56.717297,64.101212
2058408342_GBSSS_contig01482,4567,GBS_Metagenome,-53.529259,209.1747,78.3608
2058408744_GBSSS_contig01485,4567,GBS_Metagenome,-392.88501,46.977175,-148.72515
2058409414_GBSSS_contig01490,4567,GBS_Metagenome,102.81628,245.61005,57.169455
2058409817_GBSSS_contig01492,4561,GBS_Metagenome,148.12259,241.58463,24.444434
2058409280_GBSSS_contig01489,4554,GBS_Metagenome,-461.37301,62.486305,-213.9459
2058410085_GBSSS_contig01494,4553,GBS_Metagenome,462.75208,-67.041765,-134.65221
2058410219_GBSSS_contig01495,4550,GBS_Metagenome,352.90584,-106.58375,47.003033
2058410353_GBSSS_contig01496,4547,GBS_Metagenome,401.52574,-44.373609,-95.3547
2058410755_GBSSS_contig01499,4545,GBS_Metagenome,343.27461,-52.749963,-103.22921
2058404587_GBSSS_contig01457,4544,GBS_Metagenome,-89.75029,230.81765,79.646
2058351052_GBSSS_contig01501,4543,GBS_Metagenome,-76.85223,-121.85054,66.731749
2058409683_GBSSS_contig01491,4542,GBS_Metagenome,-535.60976,51.527105,-308.41552
2058410889_GBSSS_contig01500,4542,GBS_Metagenome,92.71192,208.41387,58.845199
2058366172_GBSSS_contig01503,4538,GBS_Metagenome,139.54752,204.01514,38.752679
2058351187_GBSSS_contig01502,4531,GBS_Metagenome,-302.53384,-216.28565,138.60637
2058381157_GBSSS_contig01504,4531,GBS_Metagenome,-81.57156,108.81752,71.50822
2058411024_GBSSS_contig01506,4527,GBS_Metagenome,-75.51355,111.54024,67.81901
2058396139_GBSSS_contig01505,4525,GBS_Metagenome,-205.24805,83.71825,67.591482
2058415479_GBSSS_contig01509,4519,GBS_Metagenome,348.14185,-71.60825,26.635
2058416964_GBSSS_contig01510,4517,GBS_Metagenome,-65.252488,-96.15095,82.08445
2058354292_GBSSS_contig01513,4511,GBS_Metagenome,-155.37382,-228.02633,94.45471
2058413994_GBSSS_contig01508,4510,GBS_Metagenome,-437.96963,52.860556,-206.93477
2058355777_GBSSS_contig01514,4507,GBS_Metagenome,-428.43549,-286.74436,82.27436
2058357262_GBSSS_contig01515,4507,GBS_Metagenome,404.81875,-49.976724,-119.37212
2058351322_GBSSS_contig01511,4506,GBS_Metagenome,-7.537341,172.11649,106.10943
2058410487_GBSSS_contig01497,4506,GBS_Metagenome,-397.37523,-18.031601,-143.19914
2058352807_GBSSS_contig01512,4504,GBS_Metagenome,139.58476,259.27573,38.440297
2058360232_GBSSS_contig01517,4504,GBS_Metagenome,28.334341,19.57361,63.298361
2058358747_GBSSS_contig01516,4502,GBS_Metagenome,-23.842756,283.22938,85.08269
2058361717_GBSSS_contig01518,4499,GBS_Metagenome,-492.13521,41.562227,-214.50674
2058363202_GBSSS_contig01519,4497,GBS_Metagenome,477.98884,-79.82954,-184.83556
2058410621_GBSSS_contig01498,4497,GBS_Metagenome,-196.52472,-197.74076,58.803318
2058364687_GBSSS_contig01520,4495,GBS_Metagenome,3.6010611,242.94116,103.37341
2058367792_GBSSS_contig01522,4489,GBS_Metagenome,1.7104675,234.68599,82.37453
2058369277_GBSSS_contig01523,4487,GBS_Metagenome,-455.59556,23.57894,-202.42782
2058370762_GBSSS_contig01524,4486,GBS_Metagenome,-289.09685,-178.7457,13.495489
2058373732_GBSSS_contig01526,4486,GBS_Metagenome,400.60426,-65.257969,-112.38297
2058375217_GBSSS_contig01527,4485,GBS_Metagenome,40.036542,124.06156,43.791244
2058376702_GBSSS_contig01528,4485,GBS_Metagenome,324.07116,-98.26873,65.815491
2058372247_GBSSS_contig01525,4484,GBS_Metagenome,139.67772,-28.52997,71.67139
2058378187_GBSSS_contig01529,4483,GBS_Metagenome,342.53674,-71.04916,-131.23404
2058379672_GBSSS_contig01530,4478,GBS_Metagenome,-299.66951,-256.68993,175.87703
2058407001_GBSSS_contig01473,4478,GBS_Metagenome,414.63737,-50.09459,-137.33069
2058384262_GBSSS_contig01533,4477,GBS_Metagenome,261.32316,-43.495872,55.697369
2058385747_GBSSS_contig01534,4475,GBS_Metagenome,150.66989,242.10095,47.417965
2058390202_GBSSS_contig01537,4473,GBS_Metagenome,284.07414,-38.670702,77.01057
2058382777_GBSSS_contig01532,4472,GBS_Metagenome,-27.220956,230.75584,84.56504
2058387232_GBSSS_contig01535,4472,GBS_Metagenome,-280.19194,-1.8247992,-83.88513
2058393172_GBSSS_contig01539,4470,GBS_Metagenome,423.35398,-61.938492,-135.69388
2058394657_GBSSS_contig01540,4467,GBS_Metagenome,-437.28545,29.628697,-212.2211
2058397749_GBSSS_contig01542,4467,GBS_Metagenome,-536.13889,41.492535,-303.95512
2058381292_GBSSS_contig01531,4466,GBS_Metagenome,357.97195,-45.847235,-75.69261
2058388717_GBSSS_contig01536,4466,GBS_Metagenome,-205.22152,-23.289721,-46.257785
2058391687_GBSSS_contig01538,4465,GBS_Metagenome,-164.86946,79.75037,45.458
2058396274_GBSSS_contig01541,4465,GBS_Metagenome,2.6006134,224.20405,117.8247
2058399224_GBSSS_contig01543,4462,GBS_Metagenome,118.75619,-14.379813,80.08329
2058400699_GBSSS_contig01544,4462,GBS_Metagenome,210.76909,26.64123,-20.784736
2058366307_GBSSS_contig01521,4457,GBS_Metagenome,0.7670411,248.4398,67.265352
2058402174_GBSSS_contig01545,4457,GBS_Metagenome,137.10977,254.58034,48.919388
2058403649_GBSSS_contig01546,4451,GBS_Metagenome,394.67463,-58.493617,-127.31166
2058405124_GBSSS_contig01547,4448,GBS_Metagenome,-490.27195,29.356173,-234.3614
2058406599_GBSSS_contig01548,4445,GBS_Metagenome,422.07942,-68.67406,-131.51523
2058412509_GBSSS_contig01507,4444,GBS_Metagenome,-19.34394,241.86617,79.98214
2058411294_GBSSS_contig01552,4438,GBS_Metagenome,-351.44242,-261.84802,107.91984
2058411564_GBSSS_contig01554,4435,GBS_Metagenome,171.33186,246.4182,67.238465
2058411834_GBSSS_contig01556,4434,GBS_Metagenome,201.16593,7.524265,-67.12587
2058411429_GBSSS_contig01553,4432,GBS_Metagenome,142.01684,270.01611,66.605546
2058411969_GBSSS_contig01557,4432,GBS_Metagenome,286.18849,-41.534311,-92.11797
2058408074_GBSSS_contig01549,4431,GBS_Metagenome,58.439682,284.67859,85.31208
2058412104_GBSSS_contig01558,4429,GBS_Metagenome,381.83656,-49.415961,-110.58383
2058411159_GBSSS_contig01551,4427,GBS_Metagenome,36.867138,234.04248,91.14658
2058412239_GBSSS_contig01559,4427,GBS_Metagenome,-58.414979,238.76286,64.620066
2058409549_GBSSS_contig01550,4415,GBS_Metagenome,-24.936275,243.72306,88.34091
2058412374_GBSSS_contig01560,4414,GBS_Metagenome,-127.2502,-59.707214,51.754612
2058412644_GBSSS_contig01561,4413,GBS_Metagenome,296.81897,-59.506895,46.345026
2058412779_GBSSS_contig01562,4413,GBS_Metagenome,15.432984,255.47907,64.953966
2058413049_GBSSS_contig01564,4409,GBS_Metagenome,399.70084,-64.838403,-113.10509
2058413319_GBSSS_contig01566,4409,GBS_Metagenome,308.78092,-68.566456,24.247629
2058413454_GBSSS_contig01567,4405,GBS_Metagenome,298.72619,-47.315184,51.119866
2058413589_GBSSS_contig01568,4403,GBS_Metagenome,357.5201,-37.614402,-116.79549
2058414129_GBSSS_contig01571,4400,GBS_Metagenome,-396.99541,59.95409,-178.31135
2058414534_GBSSS_contig01574,4396,GBS_Metagenome,419.1467,-70.16933,-127.00681
2058414399_GBSSS_contig01573,4395,GBS_Metagenome,-491.23039,-15.145669,-231.66857
2058413724_GBSSS_contig01569,4394,GBS_Metagenome,-408.14991,39.196262,-179.83084
2058413859_GBSSS_contig01570,4392,GBS_Metagenome,-366.99908,-226.37062,98.57456
2058414804_GBSSS_contig01576,4391,GBS_Metagenome,460.9689,-55.727595,-159.10993
2058415074_GBSSS_contig01578,4391,GBS_Metagenome,24.402147,-22.072281,61.026721
2058415209_GBSSS_contig01579,4389,GBS_Metagenome,407.46657,-50.791797,-111.36146
2058414939_GBSSS_contig01577,4387,GBS_Metagenome,4.3632834,219.81085,101.98006
2058415614_GBSSS_contig01581,4387,GBS_Metagenome,312.88047,-68.899873,40.286995
2058415344_GBSSS_contig01580,4386,GBS_Metagenome,-95.58017,145.39882,65.999332
2058415884_GBSSS_contig01583,4385,GBS_Metagenome,300.19346,-77.20587,21.475223
2058413184_GBSSS_contig01565,4384,GBS_Metagenome,152.99333,237.0718,14.339696
2058416154_GBSSS_contig01585,4376,GBS_Metagenome,38.087525,265.88359,88.41707
2058416424_GBSSS_contig01587,4376,GBS_Metagenome,284.87494,23.242793,-41.218366
2058416694_GBSSS_contig01589,4376,GBS_Metagenome,-439.90079,2.1788949,-143.88178
2058416559_GBSSS_contig01588,4371,GBS_Metagenome,160.51259,225.12644,47.278707
2058414264_GBSSS_contig01572,4370,GBS_Metagenome,-422.98984,18.223394,-162.94901
2058416829_GBSSS_contig01590,4369,GBS_Metagenome,6.3263914,242.57443,86.34024
2058416289_GBSSS_contig01586,4366,GBS_Metagenome,472.23617,-72.70004,-147.53144
2058417099_GBSSS_contig01591,4364,GBS_Metagenome,433.28439,-57.239987,-127.53013
2058417369_GBSSS_contig01593,4364,GBS_Metagenome,-19.135655,224.76979,95.21057
2058417639_GBSSS_contig01595,4363,GBS_Metagenome,-355.9437,-275.48654,155.78689
2058415749_GBSSS_contig01582,4362,GBS_Metagenome,-618.88946,-74.44766,-316.76204
2058414669_GBSSS_contig01575,4361,GBS_Metagenome,398.97578,-77.70028,-121.78922
2058411699_GBSSS_contig01555,4359,GBS_Metagenome,-153.72994,97.54934,18.396518
2058417909_GBSSS_contig01597,4359,GBS_Metagenome,413.48426,-56.80304,-107.72111
2058418044_GBSSS_contig01598,4358,GBS_Metagenome,470.96595,-87.48915,-159.60917
2058417774_GBSSS_contig01596,4357,GBS_Metagenome,-480.26363,68.734834,-221.2119
2058417234_GBSSS_contig01592,4351,GBS_Metagenome,-457.92292,58.922591,-242.63281
2058416019_GBSSS_contig01584,4350,GBS_Metagenome,-408.39533,49.93884,-168.70105
2058417504_GBSSS_contig01594,4350,GBS_Metagenome,-29.779862,202.68829,69.538476
2058418179_GBSSS_contig01599,4341,GBS_Metagenome,-217.22225,-2.112754,-72.67582
2058418314_GBSSS_contig01600,4334,GBS_Metagenome,-221.21792,-202.45477,116.18509
2058351592_GBSSS_contig01602,4331,GBS_Metagenome,-45.922786,176.95832,85.47245
2058351727_GBSSS_contig01603,4331,GBS_Metagenome,473.3204,-45.836525,-168.13657
2058351862_GBSSS_contig01604,4329,GBS_Metagenome,-328.12248,-230.23287,165.35386
2058351997_GBSSS_contig01605,4328,GBS_Metagenome,-27.522467,249.90343,88.60446
2058352132_GBSSS_contig01606,4320,GBS_Metagenome,-216.1747,-242.51374,89.77598
2058352267_GBSSS_contig01607,4319,GBS_Metagenome,475.11569,-74.51787,-185.70097
2058352402_GBSSS_contig01608,4317,GBS_Metagenome,-197.03943,-43.203181,-58.650368
2058352672_GBSSS_contig01610,4317,GBS_Metagenome,313.78998,-64.04559,53.013821
2058352942_GBSSS_contig01611,4314,GBS_Metagenome,515.59739,-45.787504,-207.56673
2058353077_GBSSS_contig01612,4314,GBS_Metagenome,-84.13468,-90.77355,45.742431
2058353347_GBSSS_contig01614,4314,GBS_Metagenome,135.40198,236.46686,64.44557
2058353617_GBSSS_contig01616,4313,GBS_Metagenome,353.37925,-34.969116,-85.88902
2058353482_GBSSS_contig01615,4312,GBS_Metagenome,-139.04737,-249.46481,97.27655
2058351457_GBSSS_contig01601,4308,GBS_Metagenome,-471.12926,78.24383,-238.42917
2058352537_GBSSS_contig01609,4308,GBS_Metagenome,299.09831,-46.272275,69.776364
2058353887_GBSSS_contig01618,4301,GBS_Metagenome,135.18659,219.01838,56.186235
2058354022_GBSSS_contig01619,4300,GBS_Metagenome,429.44993,-49.92582,-149.00158
2058393035_GBSSS_contig00880,4299,GBS_Metagenome,-527.95358,73.56958,-264.45699
2058354427_GBSSS_contig01621,4296,GBS_Metagenome,-542.29693,63.283829,-323.62043
2058354562_GBSSS_contig01622,4296,GBS_Metagenome,-541.54541,45.990875,-288.70198
2058354697_GBSSS_contig01623,4295,GBS_Metagenome,311.86323,-95.34931,45.628807
2058353752_GBSSS_contig01617,4293,GBS_Metagenome,278.56759,-152.70556,37.229766
2058408208_GBSSS_contig01481,4291,GBS_Metagenome,-507.74759,47.717656,-266.23947
2058354157_GBSSS_contig01620,4290,GBS_Metagenome,314.98229,-39.784563,-81.44822
2058354967_GBSSS_contig01625,4290,GBS_Metagenome,470.1501,-72.77004,-155.89784
2058354832_GBSSS_contig01624,4288,GBS_Metagenome,151.99933,211.19056,25.883312
2058413453_GBSSS_contig01067,4287,GBS_Metagenome,-97.58434,140.42693,86.76479
2058418043_GBSSS_contig01098,4286,GBS_Metagenome,-291.33776,-247.05548,189.27195
2058355237_GBSSS_contig01627,4281,GBS_Metagenome,-104.87638,-262.32997,97.7291
2058355642_GBSSS_contig01630,4277,GBS_Metagenome,91.96474,233.46911,19.955551
2058355507_GBSSS_contig01629,4276,GBS_Metagenome,-346.04542,-258.19668,152.77101
2058355102_GBSSS_contig01626,4275,GBS_Metagenome,-449.62337,32.8867,-185.40011
2058356047_GBSSS_contig01632,4275,GBS_Metagenome,-34.137999,195.10148,30.77774
2058355912_GBSSS_contig01631,4272,GBS_Metagenome,-28.800408,227.15273,96.29872
2058356722_GBSSS_contig01637,4268,GBS_Metagenome,325.17324,-62.16637,47.972666
2058356587_GBSSS_contig01636,4267,GBS_Metagenome,257.85746,-80.73954,52.423889
2058356452_GBSSS_contig01635,4264,GBS_Metagenome,-398.97781,-290.49573,104.35635
2058356317_GBSSS_contig01634,4263,GBS_Metagenome,260.3174,-6.4215151,-33.699393
2058375350_GBSSS_contig00761,4263,GBS_Metagenome,-493.55117,62.150025,-240.60974
2058356992_GBSSS_contig01639,4262,GBS_Metagenome,-515.63141,-17.281593,-199.61858
2058357127_GBSSS_contig01640,4262,GBS_Metagenome,408.44293,-65.492,-123.66039
2058356857_GBSSS_contig01638,4259,GBS_Metagenome,-424.34462,37.929731,-162.49408
2058357532_GBSSS_contig01642,4258,GBS_Metagenome,-138.30425,-209.56789,137.9966
2058357667_GBSSS_contig01643,4257,GBS_Metagenome,364.21938,-73.27831,29.318611
2058357802_GBSSS_contig01644,4255,GBS_Metagenome,-541.99292,-54.589465,-254.12548
2058353212_GBSSS_contig01613,4247,GBS_Metagenome,-99.87453,-198.55948,142.71229
2058358072_GBSSS_contig01646,4240,GBS_Metagenome,-175.03115,-231.92862,154.43197
2058358207_GBSSS_contig01647,4240,GBS_Metagenome,-468.13473,24.788155,-228.6578
2058358477_GBSSS_contig01649,4240,GBS_Metagenome,465.34411,-63.997507,-173.06856
2058358612_GBSSS_contig01650,4240,GBS_Metagenome,434.30751,-94.99427,-139.37735
2058358882_GBSSS_contig01651,4239,GBS_Metagenome,138.79579,208.04224,26.156445
2058359152_GBSSS_contig01653,4235,GBS_Metagenome,361.94312,-68.06793,48.103139
2058357397_GBSSS_contig01641,4234,GBS_Metagenome,-452.74586,48.334202,-206.23617
2058358342_GBSSS_contig01648,4231,GBS_Metagenome,6.904513,249.87228,113.89245
2058359017_GBSSS_contig01652,4228,GBS_Metagenome,6.080711,206.5028,67.819535
2058359287_GBSSS_contig01654,4227,GBS_Metagenome,-530.5545,34.915321,-253.79396
2058357937_GBSSS_contig01645,4226,GBS_Metagenome,359.82142,-38.017273,-119.25767
2058359422_GBSSS_contig01655,4226,GBS_Metagenome,-532.19425,27.971482,-309.70037
2058409951_GBSSS_contig01493,4225,GBS_Metagenome,86.13381,-87.16974,41.288275
2058359692_GBSSS_contig01657,4224,GBS_Metagenome,157.58974,259.17486,31.090997
2058359827_GBSSS_contig01658,4224,GBS_Metagenome,104.43867,227.83908,64.16823
2058363201_GBSSS_contig01019,4221,GBS_Metagenome,434.17003,-64.310981,-144.20224
2058360367_GBSSS_contig01661,4217,GBS_Metagenome,400.24047,-78.12861,-128.81428
2058360637_GBSSS_contig01663,4216,GBS_Metagenome,461.10211,-61.513179,-171.83467
2058360502_GBSSS_contig01662,4212,GBS_Metagenome,357.09688,-8.116325,-99.96889
2058360097_GBSSS_contig01660,4211,GBS_Metagenome,290.85168,-82.58362,65.256688
2058360772_GBSSS_contig01664,4208,GBS_Metagenome,433.62984,-87.27789,-149.77634
2058361042_GBSSS_contig01666,4203,GBS_Metagenome,414.05378,-51.096136,-141.9278
2058359962_GBSSS_contig01659,4199,GBS_Metagenome,18.292799,241.19179,96.92557
2058361177_GBSSS_contig01667,4199,GBS_Metagenome,-145.06527,-233.85684,147.0994
2058361447_GBSSS_contig01669,4197,GBS_Metagenome,379.61889,-82.57284,-116.78716
2058359557_GBSSS_contig01656,4194,GBS_Metagenome,426.83242,-73.34985,-129.01567
2058361582_GBSSS_contig01670,4190,GBS_Metagenome,-31.165764,-86.89198,90.13823
2058360907_GBSSS_contig01665,4189,GBS_Metagenome,-470.33581,88.30199,-227.66072
2058361987_GBSSS_contig01672,4187,GBS_Metagenome,-16.610244,241.51393,59.396526
2058361852_GBSSS_contig01671,4185,GBS_Metagenome,-191.45168,-198.23622,126.62566
2058362257_GBSSS_contig01674,4181,GBS_Metagenome,-23.7195,229.97982,85.02851
2058362797_GBSSS_contig01678,4173,GBS_Metagenome,424.4905,-57.030512,-151.28477
2058363067_GBSSS_contig01680,4172,GBS_Metagenome,-186.74999,1.5209488,-60.001998
2058362122_GBSSS_contig01673,4168,GBS_Metagenome,53.305091,258.76144,77.71379
2058362662_GBSSS_contig01677,4164,GBS_Metagenome,9.608977,252.19397,89.54295
2058363337_GBSSS_contig01681,4163,GBS_Metagenome,-136.18906,-200.60754,67.219236
2058363877_GBSSS_contig01685,4163,GBS_Metagenome,-14.026257,171.19746,81.67516
2058363742_GBSSS_contig01684,4160,GBS_Metagenome,14.231217,240.35403,93.70788
2058364012_GBSSS_contig01686,4160,GBS_Metagenome,163.71586,261.87252,55.443017
2058382100_GBSSS_contig00806,4156,GBS_Metagenome,-257.57956,-236.39378,197.78479
2058356182_GBSSS_contig01633,4153,GBS_Metagenome,-62.08608,-215.43788,125.96248
2058362392_GBSSS_contig01675,4147,GBS_Metagenome,-557.02108,-37.63501,-322.68614
2058362932_GBSSS_contig01679,4147,GBS_Metagenome,-309.04776,-248.58939,202.82983
2058364282_GBSSS_contig01688,4147,GBS_Metagenome,-204.46629,-200.17403,86.71152
2058364147_GBSSS_contig01687,4145,GBS_Metagenome,365.31859,-79.90472,-89.28297
2058361311_GBSSS_contig01168,4139,GBS_Metagenome,25.972583,244.44945,86.66049
2058364417_GBSSS_contig01689,4139,GBS_Metagenome,-181.67044,-28.106477,17.557162
2058364552_GBSSS_contig01690,4138,GBS_Metagenome,386.61112,-56.231546,-129.5875
2058364957_GBSSS_contig01692,4137,GBS_Metagenome,133.73738,246.21681,29.583379
2058365092_GBSSS_contig01693,4137,GBS_Metagenome,-150.33767,-248.82578,77.59675
2058365227_GBSSS_contig01694,4131,GBS_Metagenome,-367.44274,-249.61314,134.83057
2058365362_GBSSS_contig01695,4130,GBS_Metagenome,321.40346,-57.5106,-97.98012
2058365497_GBSSS_contig01696,4129,GBS_Metagenome,26.32308,222.81854,98.71722
2058376836_GBSSS_contig01271,4127,GBS_Metagenome,-23.098306,213.77706,82.15417
