Contig,Organism,Size,dim1,dim2,dim3
Sequence0000001291,Metagenome,8315,-248.96599,5.165755,-64.557388
Sequence0000001292,Metagenome,8314,-448.67081,-30.107504,112.90552
Sequence0000001293,Metagenome,8312,-35.469784,45.98216,16.022888
Sequence0000001294,Metagenome,8290,42.775824,75.0057,-21.575659
Sequence0000001296,Metagenome,8285,-14.168007,-71.04272,127.03705
Sequence0000001295,Metagenome,8282,-49.169078,357.85071,1.6372881
Sequence0000001297,Metagenome,8277,-424.17942,-202.11429,27.167672
Sequence0000001299,Metagenome,8265,-349.09637,21.650678,38.834992
Sequence0000001298,Metagenome,8263,257.89484,-99.92941,65.551346
Sequence0000001301,Metagenome,8255,-24.051881,13.542718,-71.64255
Sequence0000001300,Metagenome,8250,111.51812,38.80737,-110.94237
Sequence0000001302,Metagenome,8250,241.90488,-118.04982,-161.15519
Sequence0000001303,Metagenome,8243,269.88367,-74.63309,-130.37577
Sequence0000001304,Metagenome,8241,-419.38225,2.5607498,10.745007
Sequence0000001306,Metagenome,8235,-190.25104,13.505471,-0.65474675
Sequence0000001307,Metagenome,8235,242.40132,3.3940949,6.634726
Sequence0000001305,Metagenome,8234,-419.90886,-54.710649,90.72378
Sequence0000001308,Metagenome,8222,273.8505,-113.30319,-191.08985
Sequence0000001309,Metagenome,8222,168.33999,-51.70529,32.980549
Sequence0000001310,Metagenome,8214,69.925044,47.527305,11.901785
Sequence0000001311,Metagenome,8212,-424.43765,-210.73507,0.13328042
Sequence0000001312,Metagenome,8206,212.76948,11.561277,-35.321769
Sequence0000001313,Metagenome,8202,-488.26491,-174.8978,14.063161
Sequence0000001314,Metagenome,8198,-58.63305,447.12206,-7.470393
Sequence0000001316,Metagenome,8194,-46.434486,389.30073,-3.4891682
Sequence0000001317,Metagenome,8185,-23.671788,33.511338,-3.666376
Sequence0000001315,Metagenome,8183,335.40808,35.264621,111.72322
Sequence0000001318,Metagenome,8181,-40.304243,212.44258,80.67878
Sequence0000001319,Metagenome,8172,-236.18322,-17.177104,53.10438
Sequence0000001320,Metagenome,8156,-150.50679,-23.6376,-70.24262
Sequence0000001321,Metagenome,8151,-294.30303,87.85721,52.311644
Sequence0000001322,Metagenome,8144,-394.6425,86.75464,66.051153
Sequence0000001325,Metagenome,8138,-448.08792,-66.46577,121.37041
Sequence0000001323,Metagenome,8137,-15.775242,-50.799217,123.20539
Sequence0000001324,Metagenome,8136,99.97148,-20.898906,103.47183
Sequence0000001326,Metagenome,8134,-355.04483,77.44527,97.60597
Sequence0000001328,Metagenome,8129,152.25609,21.637749,60.64387
Sequence0000001330,Metagenome,8122,42.371546,16.160676,-27.983634
Sequence0000001332,Metagenome,8122,-51.258151,-29.80173,40.74287
Sequence0000001333,Metagenome,8120,365.54917,-83.87722,213.27355
Sequence0000001329,Metagenome,8114,10.287291,21.406819,-48.198465
Sequence0000001331,Metagenome,8114,230.92783,-109.15023,-176.52124
Sequence0000001335,Metagenome,8112,172.48154,-16.81106,138.6959
Sequence0000001334,Metagenome,8109,-152.66972,2.999745,35.340487
Sequence0000001336,Metagenome,8107,-609.02842,-73.33494,53.982978
Sequence0000001338,Metagenome,8102,-77.72317,-27.402165,-51.494128
Sequence0000001337,Metagenome,8100,50.29115,41.806989,-6.181644
Sequence0000001339,Metagenome,8084,256.48756,-87.61046,-143.83229
Sequence0000001341,Metagenome,8068,-421.25034,-28.545888,97.95478
Sequence0000001340,Metagenome,8067,-57.61266,247.01152,99.16088
Sequence0000001342,Metagenome,8055,-496.46723,-260.93445,52.712086
Sequence0000001343,Metagenome,8050,176.3286,76.89591,21.199598
Sequence0000001344,Metagenome,8042,-129.24597,2.108358,42.558173
Sequence0000001345,Metagenome,8036,80.59233,-20.956831,48.221411
Sequence0000001346,Metagenome,8025,-455.57792,-36.374758,85.19882
Sequence0000001347,Metagenome,8015,140.69027,11.545121,-38.908324
Sequence0000001348,Metagenome,8015,209.95527,-21.79786,120.24166
Sequence0000001349,Metagenome,8005,33.679345,51.028334,-2.9858836
Sequence0000001350,Metagenome,8002,-197.50878,-2.1124971,-33.539534
Sequence0000001351,Metagenome,7991,-19.660599,28.213024,-12.601351
Sequence0000001352,Metagenome,7991,-450.59203,32.927097,58.844639
Sequence0000001353,Metagenome,7986,-451.1535,-40.853267,114.98788
Sequence0000001354,Metagenome,7979,-396.36751,-41.504379,77.24724
Sequence0000001355,Metagenome,7979,-240.39463,220.47942,94.36427
Sequence0000001356,Metagenome,7968,225.72704,45.05921,-28.635138
Sequence0000001357,Metagenome,7967,-446.15263,-51.981167,99.81202
Sequence0000001358,Metagenome,7963,-169.52145,17.240559,25.311559
Sequence0000001359,Metagenome,7960,79.62556,20.697929,-43.621774
Sequence0000001360,Metagenome,7955,0.31653251,53.86059,-12.554339
Sequence0000001361,Metagenome,7947,259.18522,-72.98207,-152.20877
Sequence0000001364,Metagenome,7941,-493.98468,-69.631079,113.31187
Sequence0000001363,Metagenome,7940,-68.45986,424.51206,-13.003018
Sequence0000001362,Metagenome,7935,185.51281,-84.99239,-144.57562
Sequence0000001365,Metagenome,7933,-494.94711,-92.2649,105.73395
Sequence0000001366,Metagenome,7926,-139.94281,160.99384,-2.3377193
Sequence0000001368,Metagenome,7926,237.01643,-90.82297,-143.81542
Sequence0000001369,Metagenome,7924,248.37022,-108.93414,-213.61165
Sequence0000001367,Metagenome,7923,-452.80214,-234.14993,20.610954
Sequence0000001370,Metagenome,7906,221.82034,-26.361419,-121.17623
Sequence0000001371,Metagenome,7906,-25.444965,50.10012,45.679942
Sequence0000001374,Metagenome,7898,264.59559,-87.8493,-119.98665
Sequence0000001373,Metagenome,7888,271.02614,-87.36301,-140.71162
Sequence0000001375,Metagenome,7887,-217.04347,165.66963,-20.956313
Sequence0000001376,Metagenome,7887,-424.54566,-7.197939,68.1072
Sequence0000001377,Metagenome,7876,-347.62476,49.343392,129.20579
Sequence0000001380,Metagenome,7864,139.54402,18.506012,96.71648
Sequence0000001379,Metagenome,7859,272.48725,-83.20249,-167.68759
Sequence0000001378,Metagenome,7858,-211.96973,-146.16931,27.978356
Sequence0000001381,Metagenome,7858,-183.24789,32.612139,-75.49472
Sequence0000001382,Metagenome,7846,-390.23817,-22.54364,58.077852
Sequence0000001384,Metagenome,7839,206.22847,-113.14282,-167.68059
Sequence0000001385,Metagenome,7828,-193.76938,31.716692,-98.37527
Sequence0000001388,Metagenome,7814,119.19859,37.510459,-45.014165
Sequence0000001389,Metagenome,7807,159.60539,-27.855079,-78.8662
Sequence0000001390,Metagenome,7805,66.54228,64.938545,-21.671951
Sequence0000001391,Metagenome,7796,-52.080931,366.72951,-15.097201
Sequence0000001392,Metagenome,7794,225.98366,-93.53561,-149.67932
Sequence0000001394,Metagenome,7794,-226.25666,133.0504,7.977319
Sequence0000001393,Metagenome,7793,7.625135,400.08325,0.8563821
Sequence0000001395,Metagenome,7789,-4.8487747,41.502615,-19.505934
Sequence0000001396,Metagenome,7779,9.169552,66.506041,12.29956
Sequence0000001397,Metagenome,7775,-22.561504,-106.98366,148.66502
Sequence0000001398,Metagenome,7769,-460.98304,-54.755239,76.94316
Sequence0000001400,Metagenome,7765,-463.73572,-44.835224,101.17968
Sequence0000001399,Metagenome,7763,254.35501,-88.46306,-147.55496
Sequence0000001401,Metagenome,7755,218.70366,-85.80425,-167.03939
Sequence0000001402,Metagenome,7739,-60.465174,373.56361,-13.771415
Sequence0000001403,Metagenome,7731,-454.18541,41.030857,-23.827573
Sequence0000001404,Metagenome,7715,-155.46146,12.282592,-73.12634
Sequence0000001405,Metagenome,7708,-98.77602,9.98858,22.771644
Sequence0000001407,Metagenome,7704,229.92508,-106.94124,-177.68702
Sequence0000001409,Metagenome,7700,30.38763,355.61631,-10.244773
Sequence0000001408,Metagenome,7698,-16.183797,38.119298,-17.42636
Sequence0000001406,Metagenome,7696,-404.72929,-33.702529,87.36686
Sequence0000001411,Metagenome,7691,61.780138,89.0463,20.718285
Sequence0000001412,Metagenome,7689,172.92639,-2.1992432,111.49369
Sequence0000001410,Metagenome,7681,-456.37221,-60.743536,116.98008
Sequence0000001414,Metagenome,7681,71.00058,108.21622,-71.65389
Sequence0000001413,Metagenome,7678,159.48114,120.22843,127.73075
Sequence0000001416,Metagenome,7674,-140.26789,-57.688134,-33.739797
Sequence0000001415,Metagenome,7665,16.607185,266.52591,120.45873
Sequence0000001417,Metagenome,7649,-451.136,130.52508,47.579784
Sequence0000001419,Metagenome,7637,-172.43807,-1.965068,-43.339611
Sequence0000001420,Metagenome,7636,82.45433,91.47222,-94.24023
Sequence0000001421,Metagenome,7621,-525.77049,-27.684223,48.236321
Sequence0000001422,Metagenome,7621,-78.78514,417.774,-28.237573
Sequence0000001423,Metagenome,7616,-358.37935,6.5670556,39.937065
Sequence0000001425,Metagenome,7611,-229.87398,29.672986,-100.50152
Sequence0000001424,Metagenome,7610,-43.486324,241.37288,62.486564
Sequence0000001426,Metagenome,7608,82.67756,8.478281,-95.69105
Sequence0000001427,Metagenome,7600,34.488643,58.436399,-59.854263
Sequence0000001428,Metagenome,7595,-110.96148,52.563644,17.614086
Sequence0000001429,Metagenome,7591,-82.68624,86.49949,-11.336878
Sequence0000001430,Metagenome,7591,-179.89244,31.066175,30.361226
Sequence0000001431,Metagenome,7591,-31.994809,223.22594,124.21976
Sequence0000001432,Metagenome,7583,6.2828164,392.97454,-7.569128
Sequence0000001433,Metagenome,7575,161.08428,42.303632,-25.147437
Sequence0000001434,Metagenome,7574,49.406238,49.286146,5.5703228
Sequence0000001436,Metagenome,7565,-86.95841,-71.03159,109.37997
Sequence0000001437,Metagenome,7563,25.788686,11.69084,-2.415105
Sequence0000001438,Metagenome,7557,-44.13738,387.43026,-6.6910998
Sequence0000001439,Metagenome,7555,-451.78693,-17.0562,76.09714
Sequence0000001435,Metagenome,7551,254.64292,-99.59138,-185.35349
Sequence0000001440,Metagenome,7545,42.232162,65.144926,-23.867501
Sequence0000001441,Metagenome,7539,233.50635,-87.75515,-157.43483
Sequence0000001443,Metagenome,7538,-12.797827,371.18585,12.16362
Sequence0000001442,Metagenome,7536,124.32063,85.6954,102.53488
Sequence0000001444,Metagenome,7533,114.01838,10.869285,92.04538
Sequence0000001447,Metagenome,7519,219.7475,-7.210784,-109.51486
Sequence0000001448,Metagenome,7517,72.12975,-55.238064,140.70133
Sequence0000001449,Metagenome,7517,104.82213,3.931515,78.94159
Sequence0000001445,Metagenome,7516,221.76973,5.1002889,-31.999807
Sequence0000001446,Metagenome,7513,241.76824,-89.01592,-161.13727
Sequence0000001450,Metagenome,7510,61.174911,53.12013,-11.847934
Sequence0000001451,Metagenome,7505,-214.1629,1.7012779,-91.71176
Sequence0000001452,Metagenome,7495,-160.78377,23.105201,-74.88096
Sequence0000001453,Metagenome,7488,-26.77822,18.110911,42.039109
Sequence0000001454,Metagenome,7487,-374.6918,-16.980817,92.14926
Sequence0000001455,Metagenome,7479,82.0078,36.088059,17.119711
Sequence0000001457,Metagenome,7474,244.37567,-66.661042,-153.94883
Sequence0000001456,Metagenome,7472,-247.13836,-8.547826,38.550253
Sequence0000001459,Metagenome,7465,-301.97419,-46.818219,46.287409
Sequence0000001460,Metagenome,7458,83.12206,68.070842,-36.079554
Sequence0000001461,Metagenome,7455,-3.8887177,71.67958,-28.652267
Sequence0000001462,Metagenome,7451,-213.9305,-58.141881,-82.73125
Sequence0000001463,Metagenome,7450,79.64663,40.586525,-69.456051
Sequence0000001458,Metagenome,7448,163.03147,-1.8186238,-29.655465
Sequence0000001465,Metagenome,7439,9.998534,23.031085,24.447339
Sequence0000001466,Metagenome,7429,-144.26874,25.435564,-28.764771
Sequence0000001468,Metagenome,7421,77.37212,77.5488,12.895036
Sequence0000001469,Metagenome,7419,-82.46434,231.9688,122.30379
Sequence0000001470,Metagenome,7418,256.63337,-102.87914,-180.1156
Sequence0000001464,Metagenome,7416,-478.49907,-255.61403,34.083665
Sequence0000001471,Metagenome,7414,257.55142,-97.15636,-158.5304
Sequence0000001467,Metagenome,7411,-34.692959,27.668613,-10.43294
Sequence0000001472,Metagenome,7407,-14.248668,378.08281,21.167419
Sequence0000001473,Metagenome,7402,-57.010849,241.31625,79.31126
Sequence0000001474,Metagenome,7402,-379.85115,-31.280872,41.877206
Sequence0000001476,Metagenome,7397,-69.887314,407.81034,-15.502599
Sequence0000001477,Metagenome,7391,-420.41335,-41.881945,53.662896
Sequence0000001475,Metagenome,7387,44.420817,2.0186068,0.43550185
Sequence0000001479,Metagenome,7387,-20.576283,211.30956,107.76605
Sequence0000001481,Metagenome,7385,-282.8798,-46.37647,-42.035588
Sequence0000001480,Metagenome,7384,-243.64207,-32.466651,-46.491592
Sequence0000001478,Metagenome,7382,-48.185592,55.81282,-84.67879
Sequence0000001483,Metagenome,7381,-468.25359,-284.38536,27.713938
Sequence0000001484,Metagenome,7379,102.09507,52.974985,0.11643191
Sequence0000001485,Metagenome,7376,11.615163,55.128227,-29.175636
Sequence0000001482,Metagenome,7371,185.20691,20.844964,-51.73056
Sequence0000001486,Metagenome,7368,127.95776,55.75787,-79.55997
Sequence0000001487,Metagenome,7368,-480.81663,-62.282878,94.48355
Sequence0000001489,Metagenome,7365,-435.32608,-295.953,0.43818572
Sequence0000001490,Metagenome,7363,125.50776,43.339849,3.7386153
Sequence0000001491,Metagenome,7358,-369.39581,96.37173,82.75932
Sequence0000001492,Metagenome,7358,3.6590981,222.29823,129.7233
Sequence0000001488,Metagenome,7355,153.95114,15.622831,-52.034388
Sequence0000001494,Metagenome,7344,66.318315,28.46592,24.275489
Sequence0000001493,Metagenome,7342,213.1528,-77.99974,-171.68886
Sequence0000001495,Metagenome,7339,-454.06683,-277.1293,39.878636
Sequence0000001496,Metagenome,7329,138.99613,25.235525,99.57157
Sequence0000001497,Metagenome,7328,92.45992,29.69855,-100.59
Sequence0000001498,Metagenome,7320,-536.858,-78.64402,120.8606
Sequence0000001499,Metagenome,7309,132.63313,52.544632,53.65381
Sequence0000001500,Metagenome,7305,-74.33783,396.23143,-14.28049
Sequence0000001501,Metagenome,7296,-10.591805,-45.258339,109.60222
Sequence0000001502,Metagenome,7289,130.06756,-43.135015,-46.253599
Sequence0000001503,Metagenome,7289,28.944461,-5.7652672,119.85456
Sequence0000001505,Metagenome,7288,-249.32873,86.97143,-21.41888
Sequence0000001506,Metagenome,7285,116.86031,8.669003,87.35377
Sequence0000001507,Metagenome,7284,6.4281749,68.052285,-34.327307
Sequence0000001504,Metagenome,7283,7.95214,268.99166,113.59334
Sequence0000001508,Metagenome,7280,85.95615,5.1944683,27.707785
Sequence0000001509,Metagenome,7270,168.68516,82.38279,-9.290785
Sequence0000001511,Metagenome,7245,-19.960472,66.441501,-62.512289
Sequence0000001512,Metagenome,7245,116.47055,44.73637,-76.84264
Sequence0000001513,Metagenome,7243,-543.43464,-33.734729,15.485575
Sequence0000001514,Metagenome,7239,-179.29793,57.19203,-47.274535
Sequence0000001515,Metagenome,7237,-56.83685,104.19549,-18.640132
Sequence0000001517,Metagenome,7236,236.01445,15.323231,-24.64784
Sequence0000001518,Metagenome,7236,-443.6145,-282.03861,-2.6413135
Sequence0000001516,Metagenome,7234,272.86602,-83.44133,-164.62026
Sequence0000001519,Metagenome,7233,-250.51348,28.613403,-26.079368
Sequence0000001520,Metagenome,7224,164.97656,-83.02924,39.937702
Sequence0000001521,Metagenome,7222,-347.29912,-191.4892,60.959934
Sequence0000001523,Metagenome,7220,-50.584611,394.40373,-10.861403
Sequence0000001522,Metagenome,7216,-150.54389,14.47362,1.4880866
Sequence0000001526,Metagenome,7207,-372.75028,-14.329301,-47.120794
Sequence0000001525,Metagenome,7205,202.64153,4.0099493,-21.363377
Sequence0000001527,Metagenome,7203,-125.20606,31.603628,18.72864
Sequence0000001524,Metagenome,7201,-446.13835,-43.21359,117.63367
Sequence0000001530,Metagenome,7200,12.510568,220.05249,138.76758
Sequence0000001533,Metagenome,7193,164.93141,112.87682,158.67733
Sequence0000001532,Metagenome,7189,103.77871,22.558207,22.688127
Sequence0000001534,Metagenome,7186,-394.0909,-233.91655,31.028529
Sequence0000001535,Metagenome,7185,165.79661,93.54772,83.53597
Sequence0000001536,Metagenome,7184,8.841315,63.639534,4.1159965
Sequence0000001537,Metagenome,7175,-515.11047,-282.44923,39.913055
Sequence0000001529,Metagenome,7168,40.794236,17.743621,-46.36779
Sequence0000001538,Metagenome,7164,-71.78052,18.063234,26.846211
Sequence0000001540,Metagenome,7164,-225.23228,21.46305,-57.638966
Sequence0000001539,Metagenome,7151,294.46151,-143.29546,118.71328
Sequence0000001542,Metagenome,7151,18.080272,22.443008,21.738367
Sequence0000001541,Metagenome,7149,-462.17521,-80.62047,114.16034
Sequence0000001544,Metagenome,7149,96.4831,41.659303,13.190212
Sequence0000001545,Metagenome,7146,293.07131,-108.38947,-174.81989
Sequence0000001546,Metagenome,7143,223.70446,-18.895499,-103.20506
Sequence0000001547,Metagenome,7136,48.35194,-32.954761,69.68941
Sequence0000001549,Metagenome,7132,237.54157,-112.74662,-156.87224
Sequence0000001548,Metagenome,7130,221.49764,-79.2862,-149.44475
Sequence0000001550,Metagenome,7124,162.37956,45.106649,35.968814
Sequence0000001543,Metagenome,7122,23.920176,76.52421,-23.202725
Sequence0000001551,Metagenome,7121,-121.17826,43.01528,43.589105
Sequence0000001552,Metagenome,7116,-455.97622,-51.263058,50.603546
Sequence0000001554,Metagenome,7112,12.302661,249.3351,126.07875
Sequence0000001555,Metagenome,7111,246.5498,-83.62725,-150.75053
Sequence0000001556,Metagenome,7109,-275.36362,123.66935,48.261493
Sequence0000001553,Metagenome,7105,29.180648,11.858126,-21.726411
Sequence0000001557,Metagenome,7102,121.30853,7.000504,80.07685
Sequence0000001558,Metagenome,7100,-526.7031,51.514925,22.888845
Sequence0000001559,Metagenome,7097,-206.88941,-3.6364643,-93.53316
Sequence0000001561,Metagenome,7094,23.359126,-39.706786,110.6973
Sequence0000001560,Metagenome,7090,212.47331,21.204708,-27.316443
Sequence0000001563,Metagenome,7088,-435.72711,-73.85077,105.24948
Sequence0000001562,Metagenome,7087,-37.633449,258.28348,103.99207
Sequence0000001564,Metagenome,7085,-15.925399,71.25118,-0.12891935
Sequence0000001565,Metagenome,7073,-564.41826,-6.8818631,36.551571
Sequence0000001566,Metagenome,7072,38.972731,46.282537,-7.915117
Sequence0000001567,Metagenome,7066,-484.06008,-50.692747,109.73431
Sequence0000001568,Metagenome,7053,-264.01074,-70.82502,-57.193514
Sequence0000001570,Metagenome,7043,-309.73712,105.22491,81.66816
Sequence0000001571,Metagenome,7042,200.46754,-76.15251,-148.06988
Sequence0000001574,Metagenome,7036,-114.01929,21.836115,-17.794273
Sequence0000001575,Metagenome,7033,-152.97429,-9.32666,-38.270218
Sequence0000001572,Metagenome,7032,109.04971,1.7457244,36.355088
Sequence0000001573,Metagenome,7024,-0.24453121,79.54772,-105.19593
Sequence0000001576,Metagenome,7022,255.76831,-109.41994,-177.59553
Sequence0000001569,Metagenome,7020,242.09591,17.059756,-26.253115
Sequence0000001577,Metagenome,7016,243.05638,-72.81757,-121.28963
Sequence0000001578,Metagenome,7009,-93.28697,49.053445,-16.311575
Sequence0000001580,Metagenome,6998,-465.81458,-51.851212,96.78207
Sequence0000001581,Metagenome,6997,140.08071,84.04634,45.800104
Sequence0000001583,Metagenome,6993,-389.70134,-193.07701,17.37666
Sequence0000001584,Metagenome,6992,-517.22881,12.004461,54.310907
Sequence0000001585,Metagenome,6988,-226.40457,-6.7487742,-59.463362
Sequence0000001586,Metagenome,6981,-513.80063,-96.7729,122.69243
Sequence0000001587,Metagenome,6980,-102.53439,-15.712305,11.743634
Sequence0000001588,Metagenome,6979,175.49378,37.015258,-0.9732317
Sequence0000001589,Metagenome,6978,61.742226,-7.903315,71.9677
Sequence0000001582,Metagenome,6976,181.14383,-82.01725,-181.69074
Sequence0000001590,Metagenome,6972,-270.71114,-119.22561,1.8232795
Sequence0000001591,Metagenome,6972,-77.94899,22.694336,-88.13231
Sequence0000001592,Metagenome,6967,27.090644,26.002837,-2.7566742
Sequence0000001593,Metagenome,6963,-348.01382,-4.4218069,42.316148
Sequence0000001594,Metagenome,6962,33.767867,16.53638,3.989111
Sequence0000001595,Metagenome,6957,-70.84805,225.88433,87.74822
Sequence0000001597,Metagenome,6944,-343.30205,17.949246,53.715998
Sequence0000001599,Metagenome,6944,-41.061818,50.744463,2.6559568
Sequence0000001598,Metagenome,6941,-357.80073,15.674477,34.941634
Sequence0000001600,Metagenome,6939,7.475587,56.11543,-3.7939433
Sequence0000001596,Metagenome,6936,212.15453,14.399903,-30.321865
Sequence0000001601,Metagenome,6933,30.565283,-31.175522,39.411876
Sequence0000001602,Metagenome,6928,-59.96732,119.06517,-0.010042627
Sequence0000001604,Metagenome,6927,-462.13265,-198.11295,78.14065
Sequence0000001603,Metagenome,6926,95.2896,-0.62899599,53.627868
Sequence0000001605,Metagenome,6921,14.807471,17.749753,20.385148
Sequence0000001606,Metagenome,6908,11.732126,10.474891,-0.24220938
Sequence0000001607,Metagenome,6906,176.69547,-0.20051227,20.578019
Sequence0000001608,Metagenome,6905,-223.62634,122.41754,46.58339
Sequence0000001609,Metagenome,6900,-394.99033,-192.85994,40.058193
Sequence0000001611,Metagenome,6890,-457.05632,7.760277,36.868342
Sequence0000001610,Metagenome,6889,-182.50246,-21.267519,-54.657883
Sequence0000001612,Metagenome,6886,-415.15369,1.0704547,69.75619
Sequence0000001613,Metagenome,6886,70.85904,81.85072,-68.836495
Sequence0000001614,Metagenome,6880,-2.069641,245.86842,96.63934
Sequence0000001615,Metagenome,6879,68.192488,101.01322,44.255295
Sequence0000001616,Metagenome,6871,242.07743,-106.98576,-151.10739
Sequence0000001618,Metagenome,6862,-0.9259999,14.410109,-1.7712786
Sequence0000001617,Metagenome,6856,212.91305,9.949821,30.152521
Sequence0000001620,Metagenome,6854,91.71575,27.475224,57.493968
Sequence0000001622,Metagenome,6850,88.97434,13.553456,55.814787
Sequence0000001623,Metagenome,6850,-442.25286,-16.943129,41.821766
Sequence0000001624,Metagenome,6849,-425.2276,-51.371642,80.08434
Sequence0000001625,Metagenome,6844,-192.55719,27.644953,-70.01351
Sequence0000001626,Metagenome,6842,-245.60144,10.041605,-53.22842
Sequence0000001621,Metagenome,6841,35.787976,229.81427,127.78927
Sequence0000001627,Metagenome,6828,148.01325,2.054878,63.577234
Sequence0000001628,Metagenome,6824,-178.77223,217.11662,-67.337676
Sequence0000001629,Metagenome,6821,-34.709549,13.473838,-6.474153
Sequence0000001630,Metagenome,6819,66.438953,13.917211,18.400984
Sequence0000001631,Metagenome,6813,-20.779059,33.699246,-30.641233
Sequence0000001633,Metagenome,6800,210.30968,-72.03875,-118.12752
Sequence0000001634,Metagenome,6793,-403.71849,-36.773821,87.12963
Sequence0000001636,Metagenome,6789,-158.70645,-2.0201587,-61.988066
Sequence0000001635,Metagenome,6787,-41.365499,70.40467,-112.86639
Sequence0000001637,Metagenome,6780,-69.514753,45.006913,6.8268396
Sequence0000001641,Metagenome,6780,165.1545,11.40342,104.44399
Sequence0000001639,Metagenome,6779,95.07337,-21.753578,33.478557
Sequence0000001638,Metagenome,6778,-66.896081,257.80398,114.39197
Sequence0000001642,Metagenome,6777,-16.726262,184.72923,80.43343
Sequence0000001643,Metagenome,6777,-36.873802,49.849086,-11.293191
Sequence0000001644,Metagenome,6776,127.38684,21.211204,-69.861162
Sequence0000001646,Metagenome,6773,-442.19154,-20.44224,38.552472
Sequence0000001645,Metagenome,6772,-65.534588,404.98367,-40.476947
Sequence0000001649,Metagenome,6772,83.73477,142.78187,95.27644
Sequence0000001640,Metagenome,6770,243.91514,-118.01783,-176.94278
Sequence0000001647,Metagenome,6768,213.70951,-83.80393,-162.2929
Sequence0000001648,Metagenome,6768,253.92311,-79.98802,-157.45905
Sequence0000001650,Metagenome,6767,-87.08476,-6.7935329,-13.592432
Sequence0000001651,Metagenome,6766,-171.67038,4.9358379,-49.147882
Sequence0000001652,Metagenome,6764,-79.09559,208.96442,101.2368
Sequence0000001653,Metagenome,6749,95.76973,65.352812,-41.623435
Sequence0000001654,Metagenome,6749,-71.10215,216.76865,94.89606
Sequence0000001656,Metagenome,6737,-26.176332,387.35529,-10.586989
Sequence0000001658,Metagenome,6733,-8.664264,-25.328394,88.5577
Sequence0000001659,Metagenome,6733,218.72228,14.587748,-38.617047
Sequence0000001655,Metagenome,6731,-89.80503,38.044692,-6.0756031
Sequence0000001657,Metagenome,6730,-286.5863,-7.722869,-59.059819
Sequence0000001660,Metagenome,6723,-295.22675,104.27683,-145.69093
Sequence0000001661,Metagenome,6722,-25.849537,289.25428,6.0654902
Sequence0000001662,Metagenome,6707,123.59585,35.043211,37.491097
Sequence0000001663,Metagenome,6697,247.05079,-52.797927,-160.3518
Sequence0000001664,Metagenome,6687,-8.649592,214.71436,121.59658
Sequence0000001665,Metagenome,6687,-185.70412,-9.556141,-50.021356
Sequence0000001666,Metagenome,6683,131.83177,-9.730063,60.715172
Sequence0000001667,Metagenome,6678,-14.203602,13.30826,22.12322
Sequence0000001668,Metagenome,6675,-64.61854,34.837565,-24.356843
Sequence0000001669,Metagenome,6655,103.78606,9.773239,59.0268
Sequence0000001670,Metagenome,6648,0.8247603,241.75193,45.632321
Sequence0000001671,Metagenome,6648,193.30423,-104.53863,46.705778
Sequence0000001672,Metagenome,6644,194.00304,7.275821,-34.825042
Sequence0000001673,Metagenome,6641,-420.38381,-35.91091,88.99534
Sequence0000001674,Metagenome,6640,-62.977635,53.445518,50.642823
Sequence0000001675,Metagenome,6638,-612.09372,-35.394625,35.431445
Sequence0000001676,Metagenome,6633,138.70521,29.448692,56.02611
Sequence0000001677,Metagenome,6625,-12.021023,79.54275,-70.25935
Sequence0000001679,Metagenome,6622,-65.422721,243.70591,70.09765
Sequence0000001678,Metagenome,6619,196.06699,5.2520895,-35.301791
Sequence0000001682,Metagenome,6619,81.95754,-25.804373,110.79075
Sequence0000001680,Metagenome,6615,223.52519,23.804333,-38.198993
Sequence0000001681,Metagenome,6615,258.9895,-80.24765,-142.53085
Sequence0000001684,Metagenome,6615,-426.56677,-236.26631,48.384602
Sequence0000001687,Metagenome,6613,125.78972,22.31243,16.521323
Sequence0000001686,Metagenome,6612,-135.282,152.38713,6.6190943
Sequence0000001688,Metagenome,6611,-382.81117,-198.14256,-6.6268321
Sequence0000001683,Metagenome,6610,203.28343,-108.60948,-153.17085
Sequence0000001689,Metagenome,6608,-55.845307,-26.945905,-74.05566
Sequence0000001691,Metagenome,6604,196.6062,-16.643585,82.47603
Sequence0000001685,Metagenome,6603,101.30099,213.71357,-9.739275
Sequence0000001692,Metagenome,6602,-115.90005,40.889695,-92.9313
Sequence0000001693,Metagenome,6600,-114.47303,26.732573,-34.452782
Sequence0000001694,Metagenome,6594,-458.2368,-63.139874,101.09673
Sequence0000001695,Metagenome,6584,-8.291346,50.34512,-36.185674
Sequence0000001696,Metagenome,6579,-403.47496,0.34649111,60.238143
Sequence0000001697,Metagenome,6576,-409.34523,-37.120741,125.69571
Sequence0000001698,Metagenome,6574,127.5827,-78.36416,-81.67222
Sequence0000001700,Metagenome,6569,129.04353,84.51996,-12.352697
Sequence0000001699,Metagenome,6566,261.04092,-102.20238,-186.05811
Sequence0000001701,Metagenome,6566,-103.39273,78.72424,-76.34704
Sequence0000001702,Metagenome,6558,225.78472,-72.38693,-123.37857
Sequence0000001703,Metagenome,6554,-279.17442,-0.63719355,-62.540408
Sequence0000001706,Metagenome,6550,47.65852,47.207552,-22.237278
Sequence0000001705,Metagenome,6549,225.89959,0.55979539,-39.411092
Sequence0000001704,Metagenome,6548,252.57428,-61.989375,-184.76297
Sequence0000001707,Metagenome,6544,-276.90677,2.9762838,-43.739591
